2024-04-19 22:13:09.314: M s7 PCexMinLength
2024-04-19 22:13:09.314: c s7 CexAttempt
2024-04-19 22:13:09.314: T s7 Trace
2024-04-19 22:13:09.339: x s7 TargetTerminationCause
2024-04-19 22:13:09.339: f s7 Finished
2024-04-19 22:13:09.339: s s8 Starting
2024-04-19 22:13:09.339: N s8 TaskSize
2024-04-19 22:13:09.339: r s8 Ruler
2024-04-19 22:13:09.339: c s8 CexAttempt
2024-04-19 22:13:09.339: M s8 PCexMinLength
2024-04-19 22:13:09.339: c s8 CexAttempt
2024-04-19 22:13:09.339: M s8 PCexMinLength
2024-04-19 22:13:09.339: c s8 CexAttempt
2024-04-19 22:13:09.339: M s8 PCexMinLength
2024-04-19 22:13:09.339: c s8 CexAttempt
2024-04-19 22:13:09.339: M s8 PCexMinLength
2024-04-19 22:13:09.339: c s8 CexAttempt
2024-04-19 22:13:09.339: T s8 Trace
2024-04-19 22:13:09.356: x s8 TargetTerminationCause
2024-04-19 22:13:09.356: f s8 Finished
2024-04-19 22:13:09.356: c s9 CexAttempt
2024-04-19 22:13:09.356: T s9 Trace
2024-04-19 22:13:09.398: f s9 Finished
2024-04-19 22:13:09.398: c s10 CexAttempt
2024-04-19 22:13:09.398: c s10 CexAttempt
2024-04-19 22:13:09.398: c s10 CexAttempt
2024-04-19 22:13:09.398: c s10 CexAttempt
2024-04-19 22:13:09.398: c s10 CexAttempt
2024-04-19 22:13:09.398: c s10 CexAttempt
2024-04-19 22:13:09.398: c s10 CexAttempt
2024-04-19 22:13:09.398: c s10 CexAttempt
2024-04-19 22:13:09.398: c s10 CexAttempt
2024-04-19 22:13:09.398: c s10 CexAttempt
2024-04-19 22:13:09.398: c s10 CexAttempt
2024-04-19 22:13:09.398: c s10 CexAttempt
2024-04-19 22:13:09.398: c s10 CexAttempt
2024-04-19 22:13:09.398: s s0 Starting
2024-04-19 22:13:09.398: N s0 TaskSize
2024-04-19 22:13:09.398: r s0 Ruler
2024-04-19 22:13:09.398: c s0 CexAttempt
2024-04-19 22:13:09.398: M s0 PCexMinLength
2024-04-19 22:13:09.398: j s0 MaxLength
2024-04-19 22:13:09.398: N s0 TaskSize
2024-04-19 22:13:09.398: r s0 Ruler
2024-04-19 22:13:09.398: p s0 ProofAttempt
2024-04-19 22:13:09.398: c s0 CexAttempt
2024-04-19 22:13:09.398: M s0 PCexMinLength
2024-04-19 22:13:09.398: c s0 CexAttempt
2024-04-19 22:13:09.398: l s0 PbaCex
2024-04-19 22:13:09.398: N s0 TaskSize
2024-04-19 22:13:09.398: r s0 Ruler
2024-04-19 22:13:09.398: c s0 CexAttempt
2024-04-19 22:13:09.398: M s0 PCexMinLength
2024-04-19 22:13:09.398: N s0 TaskSize
2024-04-19 22:13:09.398: r s0 Ruler
2024-04-19 22:13:09.398: p s0 ProofAttempt
2024-04-19 22:13:09.398: c s0 CexAttempt
2024-04-19 22:13:09.398: M s0 PCexMinLength
2024-04-19 22:13:09.398: c s0 CexAttempt
2024-04-19 22:13:09.398: l s0 PbaCex
2024-04-19 22:13:09.398: N s0 TaskSize
2024-04-19 22:13:09.398: r s0 Ruler
2024-04-19 22:13:09.398: c s0 CexAttempt
2024-04-19 22:13:09.398: T s0 Trace
2024-04-19 22:13:09.401: x s0 TargetTerminationCause
2024-04-19 22:13:09.401: f s0 Finished
2024-04-19 22:13:09.401: T s1 Trace
2024-04-19 22:13:09.405: f s1 Finished
2024-04-19 22:13:09.405: f s1 Finished
2024-04-19 22:13:09.405: T s2 Trace
2024-04-19 22:13:09.409: f s2 Finished
2024-04-19 22:13:09.409: f s2 Finished
2024-04-19 22:13:09.409: T s3 Trace
2024-04-19 22:13:09.412: f s3 Finished
2024-04-19 22:13:09.512: y s4 Receive     429363 <T0;\x0;7806-7807 9258-9259 9294-9295 3>
2024-04-19 22:13:09.512: d s4 Deserialize 429363 <T0;\x0;7806-7807 9258-9259 9294-9295 346>
2024-04-19 22:13:09.598: y s5 Receive     293930 <c0 1 0 11 0 1149143\n\x2c0 2 0 11 0 114>
2024-04-19 22:13:09.598: d s5 Deserialize 293930 <c0 1 0 11 0 1149143\n\x2c0 2 0 11 0 11491>
2024-04-19 22:13:09.687: y s6 Receive     282 <B15 0\n\x2Q1 1 1 15 0\n\x2f1336948\t15 0\t3171 >
2024-04-19 22:13:09.687: d s6 Deserialize 282 <B15 0\n\x2Q1 1 1 15 0\n\x2f1336948\t15 0\t3171 35>
2024-04-19 22:13:09.733: y s7 Receive     429759 <s0\t1 893\t34674;\n\x2N68 4 182 0 0 0 68 >
2024-04-19 22:13:09.733: d s7 Deserialize 429759 <s0\t1 893\t34674;\n\x2N68 4 182 0 0 0 68 0 >
2024-04-19 22:13:09.778: y s8 Receive     429601 <s0\t38 893\t34674;\n\x2N68 4 182 0 0 0 68>
2024-04-19 22:13:09.778: d s8 Deserialize 429601 <s0\t38 893\t34674;\n\x2N68 4 182 0 0 0 68 0>
2024-04-19 22:13:09.850: y s9 Receive     2156721 <c0 56 26940 55 0 357141\n\x2T0;\x0;11016>
2024-04-19 22:13:09.850: d s9 Deserialize 2156721 <c0 56 26940 55 0 357141\n\x2T0;\x0;11016-1>
2024-04-19 22:13:09.958: y s10 Receive     174 <c0 2555 526264 95 0 1148343\n\x2c0 2556 5>
2024-04-19 22:13:09.958: d s10 Deserialize 174 <c0 2555 526264 95 0 1148343\n\x2c0 2556 526>
2024-04-19 22:13:10.026: y s0 Receive     430064 <s0\t25 891\t34674;\n\x2N68 4 182 0 0 0 68>
2024-04-19 22:13:10.026: d s0 Deserialize 430064 <s0\t25 891\t34674;\n\x2N68 4 182 0 0 0 68 0>
2024-04-19 22:13:10.112: y s1 Receive     354365 <T0;\x0;34674;; 5;1; 5;; 5 4294967295 0>
2024-04-19 22:13:10.112: d s1 Deserialize 354365 <T0;\x0;34674;; 5;1; 5;; 5 4294967295 0 8>
2024-04-19 22:13:10.166: y s2 Receive     357046 <T0;\x0;34674;; 5;1; 5;; 5 4294967295 0>
2024-04-19 22:13:10.166: d s2 Deserialize 357046 <T0;\x0;34674;; 5;1; 5;; 5 4294967295 0 1>
2024-04-19 22:13:10.245: y s3 Receive     429358 <T0;\x0;7806-7807 9258-9259 9294-9295 3>
2024-04-19 22:13:10.245: d s3 Deserialize 429358 <T0;\x0;7806-7807 9258-9259 9294-9295 346>
2024-04-19 22:13:10.254: T s4 Trace
2024-04-19 22:13:10.359: f s4 Finished
2024-04-19 22:13:10.359: c s5 CexAttempt
2024-04-19 22:13:10.359: c s5 CexAttempt
2024-04-19 22:13:10.359: T s5 Trace
2024-04-19 22:13:10.387: B s6 LeapfrogProgress
2024-04-19 22:13:10.387: Q s6 LeapfrogAddStates
2024-04-19 22:13:10.387: f s6 Finished
2024-04-19 22:13:10.392: N s6 TaskSize
2024-04-19 22:13:10.392: t s6 CexAttemptBaseline
2024-04-19 22:13:10.392: D s6 LeapfrogUsingStates
2024-04-19 22:13:10.392: c s6 CexAttempt
2024-04-19 22:13:10.392: s s7 Starting
2024-04-19 22:13:10.392: N s7 TaskSize
2024-04-19 22:13:10.392: j s7 MaxLength
2024-04-19 22:13:10.392: c s7 CexAttempt
2024-04-19 22:13:10.392: M s7 PCexMinLength
2024-04-19 22:13:10.392: c s7 CexAttempt
2024-04-19 22:13:10.392: M s7 PCexMinLength
2024-04-19 22:13:10.392: c s7 CexAttempt
2024-04-19 22:13:10.392: M s7 PCexMinLength
2024-04-19 22:13:10.392: c s7 CexAttempt
2024-04-19 22:13:10.392: M s7 PCexMinLength
2024-04-19 22:13:10.392: c s7 CexAttempt
2024-04-19 22:13:10.392: T s7 Trace
2024-04-19 22:13:10.407: x s7 TargetTerminationCause
2024-04-19 22:13:10.407: f s7 Finished
2024-04-19 22:13:10.407: s s8 Starting
2024-04-19 22:13:10.407: N s8 TaskSize
2024-04-19 22:13:10.407: r s8 Ruler
2024-04-19 22:13:10.407: c s8 CexAttempt
2024-04-19 22:13:10.407: M s8 PCexMinLength
2024-04-19 22:13:10.407: c s8 CexAttempt
2024-04-19 22:13:10.407: M s8 PCexMinLength
2024-04-19 22:13:10.407: c s8 CexAttempt
2024-04-19 22:13:10.407: M s8 PCexMinLength
2024-04-19 22:13:10.407: c s8 CexAttempt
2024-04-19 22:13:10.407: M s8 PCexMinLength
2024-04-19 22:13:10.407: c s8 CexAttempt
2024-04-19 22:13:10.407: T s8 Trace
2024-04-19 22:13:10.410: x s8 TargetTerminationCause
2024-04-19 22:13:10.410: f s8 Finished
2024-04-19 22:13:10.410: c s9 CexAttempt
2024-04-19 22:13:10.410: T s9 Trace
2024-04-19 22:13:10.428: f s9 Finished
2024-04-19 22:13:10.428: c s10 CexAttempt
2024-04-19 22:13:10.428: c s10 CexAttempt
2024-04-19 22:13:10.428: c s10 CexAttempt
2024-04-19 22:13:10.428: c s10 CexAttempt
2024-04-19 22:13:10.428: c s10 CexAttempt
2024-04-19 22:13:10.428: c s10 CexAttempt
2024-04-19 22:13:10.428: s s0 Starting
2024-04-19 22:13:10.428: N s0 TaskSize
2024-04-19 22:13:10.428: r s0 Ruler
2024-04-19 22:13:10.428: c s0 CexAttempt
2024-04-19 22:13:10.428: M s0 PCexMinLength
2024-04-19 22:13:10.428: j s0 MaxLength
2024-04-19 22:13:10.428: N s0 TaskSize
2024-04-19 22:13:10.428: r s0 Ruler
2024-04-19 22:13:10.428: p s0 ProofAttempt
2024-04-19 22:13:10.428: c s0 CexAttempt
2024-04-19 22:13:10.428: M s0 PCexMinLength
2024-04-19 22:13:10.428: c s0 CexAttempt
2024-04-19 22:13:10.428: l s0 PbaCex
2024-04-19 22:13:10.428: N s0 TaskSize
2024-04-19 22:13:10.428: r s0 Ruler
2024-04-19 22:13:10.428: c s0 CexAttempt
2024-04-19 22:13:10.428: M s0 PCexMinLength
2024-04-19 22:13:10.428: N s0 TaskSize
2024-04-19 22:13:10.428: r s0 Ruler
2024-04-19 22:13:10.428: p s0 ProofAttempt
2024-04-19 22:13:10.428: c s0 CexAttempt
2024-04-19 22:13:10.428: M s0 PCexMinLength
2024-04-19 22:13:10.428: c s0 CexAttempt
2024-04-19 22:13:10.428: l s0 PbaCex
2024-04-19 22:13:10.428: N s0 TaskSize
2024-04-19 22:13:10.428: r s0 Ruler
2024-04-19 22:13:10.428: c s0 CexAttempt
2024-04-19 22:13:10.428: T s0 Trace
2024-04-19 22:13:10.461: x s0 TargetTerminationCause
2024-04-19 22:13:10.461: f s0 Finished
2024-04-19 22:13:10.461: T s1 Trace
2024-04-19 22:13:10.465: f s1 Finished
2024-04-19 22:13:10.465: T s2 Trace
2024-04-19 22:13:10.468: f s2 Finished
2024-04-19 22:13:10.468: T s3 Trace
2024-04-19 22:13:10.471: f s3 Finished
2024-04-19 22:13:10.516: y s4 Receive     429419 <T0;\x0;8002-8003 34762-34763 35036-350>
2024-04-19 22:13:10.516: d s4 Deserialize 429419 <T0;\x0;8002-8003 34762-34763 35036-35037>
2024-04-19 22:13:10.602: y s5 Receive     293868 <T0;\x0;21052-21053;; 2 2;11; 2 2;; 2 4>
2024-04-19 22:13:10.602: d s5 Deserialize 293868 <T0;\x0;21052-21053;; 2 2;11; 2 2;; 2 429>
2024-04-19 22:13:10.678: y s7 Receive     429706 <s0\t1 894\t34762;\n\x2N62 4 174 0 0 0 62 >
2024-04-19 22:13:10.678: d s7 Deserialize 429706 <s0\t1 894\t34762;\n\x2N62 4 174 0 0 0 62 0 >
2024-04-19 22:13:10.728: y s8 Receive     429636 <s0\t38 894\t34762;\n\x2N62 4 174 0 0 0 62>
2024-04-19 22:13:10.728: d s8 Deserialize 429636 <s0\t38 894\t34762;\n\x2N62 4 174 0 0 0 62 0>
2024-04-19 22:13:10.784: y s9 Receive     2190554 <c0 57 29849 55 0 358139\n\x2T0;\x0;30874>
2024-04-19 22:13:10.784: d s9 Deserialize 2190554 <c0 57 29849 55 0 358139\n\x2T0;\x0;30874;;>
2024-04-19 22:13:10.875: y s10 Receive     145 <c0 2564 526264 95 0 1149308\n\x2c0 2566 5>
2024-04-19 22:13:10.875: d s10 Deserialize 145 <c0 2564 526264 95 0 1149308\n\x2c0 2566 526>
2024-04-19 22:13:11.019: y s0 Receive     430136 <s0\t25 892\t34762;\n\x2N62 4 174 0 0 0 62>
2024-04-19 22:13:11.019: d s0 Deserialize 430136 <s0\t25 892\t34762;\n\x2N62 4 174 0 0 0 62 0>
2024-04-19 22:13:11.139: y s1 Receive     354450 <T0;\x0;34762-34763 35036-35037 35304-3>
2024-04-19 22:13:11.139: d s1 Deserialize 354450 <T0;\x0;34762-34763 35036-35037 35304-353>
2024-04-19 22:13:11.256: y s2 Receive     357131 <T0;\x0;34762-34763 35036-35037 35304-3>
2024-04-19 22:13:11.256: d s2 Deserialize 357131 <T0;\x0;34762-34763 35036-35037 35304-353>
2024-04-19 22:13:11.398: y s3 Receive     429362 <T0;\x0;8002-8003 34762-34763 35036-350>
2024-04-19 22:13:11.398: d s3 Deserialize 429362 <T0;\x0;8002-8003 34762-34763 35036-35037>
2024-04-19 22:13:11.409: T s4 Trace
2024-04-19 22:13:11.568: f s4 Finished
2024-04-19 22:13:11.568: T s5 Trace
2024-04-19 22:13:11.616: s s7 Starting
2024-04-19 22:13:11.616: N s7 TaskSize
2024-04-19 22:13:11.616: j s7 MaxLength
2024-04-19 22:13:11.616: c s7 CexAttempt
2024-04-19 22:13:11.616: M s7 PCexMinLength
2024-04-19 22:13:11.616: c s7 CexAttempt
2024-04-19 22:13:11.616: M s7 PCexMinLength
2024-04-19 22:13:11.616: c s7 CexAttempt
2024-04-19 22:13:11.616: M s7 PCexMinLength
2024-04-19 22:13:11.616: c s7 CexAttempt
2024-04-19 22:13:11.616: M s7 PCexMinLength
2024-04-19 22:13:11.616: c s7 CexAttempt
2024-04-19 22:13:11.616: T s7 Trace
2024-04-19 22:13:11.629: x s7 TargetTerminationCause
2024-04-19 22:13:11.629: f s7 Finished
2024-04-19 22:13:11.629: s s8 Starting
2024-04-19 22:13:11.629: N s8 TaskSize
2024-04-19 22:13:11.629: r s8 Ruler
2024-04-19 22:13:11.629: c s8 CexAttempt
2024-04-19 22:13:11.629: M s8 PCexMinLength
2024-04-19 22:13:11.629: c s8 CexAttempt
2024-04-19 22:13:11.629: M s8 PCexMinLength
2024-04-19 22:13:11.629: c s8 CexAttempt
2024-04-19 22:13:11.629: M s8 PCexMinLength
2024-04-19 22:13:11.629: c s8 CexAttempt
2024-04-19 22:13:11.629: M s8 PCexMinLength
2024-04-19 22:13:11.629: c s8 CexAttempt
2024-04-19 22:13:11.629: T s8 Trace
